"Data Source","World Development Indicators",

"Last Updated Date","2018-03-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"St. Vincent and the Grenadines","VCT","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.2","35.7","35.7","34.7","35.7","36.7","37.4","37.8","38.7","39.2","39.8","41.4","41.8","42.2","42.1","41.6","41","41.4","41.6","42.7","42.5","42.9","43.1","43.7","","","","",
"British Virgin Islands","VGB","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.9","50","50.1","50.3","50.7","49.8","49.9","50.2","50.4","49.3","49.1","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.3","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41","41","42.2","41.9","40.7","40.7","40.8","40.1","40.4","","","","","","","","40.6","41.1","","","","",
"Vanuatu","VUT","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.5","37.9","38.3","37.8","38.9","37.2","","","","","","","","",
"World","WLD","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.516388000647","34.847178688348","35.3097248559104","35.936789484024","35.9967832436813","36.8653104884349","37.0113185411443","37.2930975140281","36.9384406618395","37.0881525888276","","","","36.6510491852902","37.0108399521768","36.7424945161131","","","","","","","","","","","","",
"Samoa","WSM","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.7","","","","","37.3","","","","","","36.7","","","","","",
"Kosovo","XKX","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.4","","","","","6.4","7","6.5","","6.1","6","","6.3","6.2","","10","11.7","","","","","","","",
"South Africa","ZAF","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.1","42","40.7","41.6","40.8","41.4","41.3","42","44","45","44.5","46.9","47.3","45.7","","","","",
"Zambia","ZMB","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.6","","","","","","","","","","22","","","","","","","","","","","","","","","","","",
"Zimbabwe","ZWE","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.4","15.6","15.2","16.2","16.8","17.2","17.7","18","18.6","18.9","20.4","21.5","21.9","","","","","","","","","33.9","","","","","","",
